quote_id,lead_id,dealer_id,carrier,monthly_premium,quoted_at
1384,2567,52,Carrier A,140.71,2025-01-07 16:00:00
1385,2568,18,Carrier B,224.08,2025-02-11 13:34:00
1386,2569,2,Carrier B,192.22,2025-07-17 11:48:00
1387,2570,22,In-House Agency,293.15,2025-12-17 10:33:00
1388,2573,2,Carrier A,221.92,2025-06-09 14:24:00
1389,2574,31,Carrier A,275.39,2025-01-04 17:10:00
1390,2575,20,Carrier A,117.84,2025-10-04 11:41:00
1391,2576,32,In-House Agency,168.44,2025-02-17 09:24:00
1392,2577,44,Carrier B,95.53,2025-05-28 15:37:00
1393,2579,9,Carrier A,156.25,2025-05-04 14:18:00
1394,2580,19,Carrier A,240.7,2025-05-08 19:58:00
1395,2582,49,In-House Agency,164.05,2025-08-08 16:03:00
1396,2583,5,In-House Agency,212.63,2025-11-19 15:01:00
1397,2584,16,Carrier A,281.84,2025-03-12 14:52:00
1398,2585,47,Carrier B,276.85,2025-05-26 17:19:00
1399,2587,56,In-House Agency,229.67,2025-05-09 14:24:00
1400,2590,58,Carrier B,267.82,2025-04-18 10:44:00
1401,2594,17,Carrier B,247.25,2025-10-02 09:01:00
1402,2595,27,Carrier A,125.74,2025-10-26 18:03:00
1403,2597,15,Carrier B,281.29,2025-06-18 09:08:00
1404,2601,9,Carrier A,144.49,2025-07-11 17:33:00
1405,2602,54,In-House Agency,245.22,2025-03-15 12:20:00
1406,2605,53,Carrier B,122.2,2025-03-23 12:49:00
1407,2606,35,Carrier B,99.93,2025-04-19 16:10:00
1408,2607,45,Carrier B,96.88,2025-10-05 13:40:00
1409,2609,24,In-House Agency,174.46,2025-08-05 09:58:00
1410,2612,42,In-House Agency,253.09,2025-02-05 12:16:00
1411,2613,4,Carrier B,111.31,2025-05-29 11:53:00
1412,2614,42,In-House Agency,232.42,2025-04-22 09:59:00
1413,2618,46,Carrier B,305.9,2025-04-18 16:27:00
1414,2619,23,Carrier B,282.0,2025-10-24 19:20:00
1415,2620,22,Carrier B,185.73,2025-10-06 15:45:00
1416,2621,16,In-House Agency,125.54,2025-10-27 15:57:00
1417,2624,50,Carrier A,197.98,2025-04-17 14:27:00
1418,2626,46,Carrier A,267.82,2025-02-02 15:52:00
1419,2630,59,Carrier A,110.73,2025-07-19 10:45:00
1420,2637,24,Carrier B,137.2,2025-03-24 15:39:00
1421,2638,5,Carrier B,197.82,2025-05-18 11:26:00
1422,2640,3,Carrier A,181.29,2025-02-05 16:36:00
1423,2642,55,Carrier A,224.03,2025-04-18 09:18:00
1424,2644,60,Carrier A,283.47,2025-08-01 09:31:00
1425,2645,53,Carrier B,151.73,2025-12-07 17:57:00
1426,2646,3,In-House Agency,105.67,2025-01-21 12:42:00
1427,2647,51,Carrier A,201.53,2025-01-10 09:25:00
1428,2649,55,Carrier A,250.31,2025-12-02 17:03:00
1429,2653,39,In-House Agency,142.43,2025-04-05 15:26:00
1430,2655,6,Carrier B,262.66,2025-03-17 19:16:00
1431,2659,19,In-House Agency,145.05,2025-03-16 14:46:00
1432,2661,7,Carrier B,294.27,2025-09-19 14:34:00
1433,2663,51,Carrier B,188.52,2025-11-27 16:53:00
1434,2664,1,Carrier B,131.34,2025-10-22 16:58:00
1435,2665,44,In-House Agency,210.12,2025-10-05 10:20:00
1436,2666,28,In-House Agency,174.41,2025-06-16 19:34:00
1437,2668,13,Carrier B,267.31,2025-10-23 16:34:00
1438,2672,4,In-House Agency,283.6,2025-11-17 13:40:00
1439,2674,23,In-House Agency,215.57,2025-03-18 14:10:00
1440,2675,1,In-House Agency,247.78,2025-09-16 10:16:00
1441,2678,18,Carrier B,105.69,2025-06-09 14:34:00
1442,2679,51,Carrier A,155.35,2025-04-22 18:27:00
1443,2681,18,In-House Agency,212.61,2025-09-19 14:40:00
1444,2687,24,Carrier A,193.45,2025-01-17 12:11:00
1445,2688,49,Carrier B,290.0,2025-11-10 17:20:00
1446,2689,60,In-House Agency,123.52,2025-01-15 19:40:00
1447,2691,39,In-House Agency,279.57,2025-05-19 13:12:00
1448,2692,43,Carrier B,127.03,2025-07-03 14:53:00
1449,2693,58,In-House Agency,136.37,2025-04-05 19:43:00
1450,2694,41,Carrier A,197.48,2025-08-09 12:22:00
1451,2696,9,Carrier B,177.83,2025-09-03 10:54:00
1452,2697,47,Carrier B,208.03,2025-03-31 16:50:00
1453,2698,26,Carrier B,146.71,2025-03-27 11:59:00
1454,2699,22,In-House Agency,227.34,2025-02-09 17:34:00
1455,2700,44,In-House Agency,209.08,2025-02-25 08:19:00
1456,2701,55,Carrier B,159.02,2025-02-17 08:54:00
1457,2702,36,Carrier B,176.4,2025-04-02 10:38:00
1458,2703,8,In-House Agency,277.93,2025-06-19 11:41:00
1459,2704,51,In-House Agency,233.14,2025-02-13 13:01:00
1460,2705,44,Carrier A,290.59,2025-10-29 11:54:00
1461,2708,51,Carrier B,124.44,2025-06-14 16:43:00
1462,2710,6,Carrier A,123.15,2025-07-12 18:24:00
1463,2711,34,In-House Agency,169.44,2025-05-07 08:10:00
1464,2715,16,In-House Agency,123.41,2025-08-10 10:04:00
1465,2716,18,In-House Agency,236.37,2025-07-13 10:23:00
1466,2718,44,Carrier A,210.56,2025-07-18 18:42:00
1467,2720,38,Carrier A,112.37,2025-06-08 19:45:00
1468,2722,35,Carrier A,284.66,2025-11-07 17:48:00
1469,2723,60,Carrier A,224.01,2025-07-09 15:27:00
1470,2725,33,In-House Agency,181.37,2025-08-02 14:59:00
1471,2726,35,In-House Agency,197.73,2025-04-27 12:52:00
1472,2727,11,Carrier B,158.88,2025-03-13 14:56:00
1473,2728,14,In-House Agency,159.11,2025-01-01 18:42:00
1474,2730,27,Carrier B,222.53,2025-05-19 15:59:00
1475,2731,18,In-House Agency,276.23,2025-10-06 13:36:00
1476,2733,31,Carrier A,176.08,2025-02-01 18:09:00
1477,2734,6,Carrier A,99.39,2025-10-10 16:07:00
1478,2735,38,In-House Agency,264.86,2025-07-29 19:33:00
1479,2737,4,In-House Agency,278.54,2025-06-13 13:26:00
1480,2738,5,Carrier A,308.53,2025-09-11 11:53:00
1481,2740,39,In-House Agency,278.38,2025-07-31 19:37:00
1482,2741,57,In-House Agency,272.01,2025-10-28 15:04:00
1483,2742,32,Carrier A,185.64,2025-07-03 09:51:00
1484,2743,5,Carrier B,243.19,2025-08-29 08:15:00
1485,2744,11,Carrier B,244.39,2025-11-05 11:43:00
1486,2749,12,In-House Agency,151.14,2025-04-11 12:06:00
1487,2750,47,In-House Agency,147.11,2025-10-12 15:38:00
1488,2754,13,Carrier A,141.4,2025-06-18 17:30:00
1489,2758,27,Carrier A,286.69,2025-12-11 09:41:00
1490,2763,37,Carrier A,287.91,2025-05-31 15:02:00
1491,2765,25,Carrier B,227.55,2025-02-11 10:47:00
1492,2768,37,In-House Agency,271.88,2025-06-27 11:38:00
1493,2770,55,Carrier B,183.17,2025-03-19 11:51:00
1494,2771,14,Carrier B,252.31,2025-09-03 16:27:00
1495,2772,24,Carrier A,214.21,2025-06-01 13:01:00
1496,2776,19,Carrier B,121.79,2025-06-19 16:33:00
1497,2779,40,Carrier A,282.52,2025-10-29 14:37:00
1498,2780,2,Carrier B,185.05,2025-04-24 19:20:00
1499,2781,33,In-House Agency,241.86,2025-08-09 11:18:00
1500,2782,24,Carrier B,258.29,2025-11-11 08:41:00
1501,2786,55,Carrier B,186.98,2025-03-13 10:48:00
1502,2788,56,In-House Agency,275.58,2025-10-14 08:49:00
1503,2789,25,In-House Agency,292.94,2025-11-06 13:09:00
1504,2791,25,In-House Agency,155.47,2025-06-19 18:38:00
1505,2792,46,Carrier B,241.12,2025-05-08 09:30:00
1506,2793,48,Carrier B,194.23,2025-01-27 14:11:00
1507,2794,57,In-House Agency,227.06,2025-03-11 16:58:00
1508,2798,31,Carrier A,301.03,2025-07-20 15:26:00
1509,2799,6,Carrier A,235.12,2025-06-10 11:03:00
1510,2800,4,Carrier B,180.66,2025-01-20 19:32:00
1511,2803,59,In-House Agency,111.92,2025-12-14 08:47:00
1512,2805,54,In-House Agency,301.76,2025-06-11 12:25:00
1513,2808,27,Carrier A,254.18,2025-07-28 19:08:00
1514,2810,1,Carrier B,154.82,2025-04-03 15:43:00
1515,2811,10,Carrier B,101.93,2025-02-07 15:19:00
1516,2813,33,Carrier B,225.23,2025-06-24 12:06:00
1517,2815,44,Carrier A,292.51,2025-07-28 09:32:00
1518,2819,21,Carrier A,292.08,2025-06-30 16:24:00
1519,2820,23,In-House Agency,114.72,2025-11-18 19:48:00
1520,2822,12,Carrier A,275.69,2025-06-10 19:59:00
1521,2823,58,Carrier A,113.03,2025-04-10 18:22:00
1522,2824,3,In-House Agency,248.13,2025-04-08 08:39:00
1523,2825,48,Carrier B,254.41,2025-07-31 19:27:00
1524,2826,51,In-House Agency,152.38,2025-10-17 10:03:00
1525,2828,59,In-House Agency,208.18,2025-07-20 10:10:00
1526,2829,9,Carrier A,231.06,2025-03-10 15:22:00
1527,2830,26,Carrier A,208.75,2025-03-30 18:17:00
1528,2831,52,In-House Agency,293.33,2025-02-19 18:22:00
1529,2832,49,Carrier A,301.44,2025-03-09 18:29:00
1530,2834,36,Carrier A,166.2,2025-08-31 16:56:00
1531,2835,42,Carrier A,156.93,2025-01-15 08:11:00
1532,2836,54,Carrier B,243.91,2025-04-07 17:21:00
1533,2837,6,Carrier B,138.91,2025-11-26 09:57:00
1534,2838,9,Carrier B,169.73,2025-04-28 19:58:00
1535,2842,43,Carrier B,121.07,2025-08-18 19:46:00
1536,2844,8,Carrier A,215.57,2025-05-16 17:22:00
1537,2847,49,Carrier B,243.08,2025-09-24 10:37:00
1538,2849,46,Carrier A,103.97,2025-10-04 16:32:00
1539,2854,11,Carrier A,302.9,2025-09-17 09:45:00
1540,2855,34,In-House Agency,235.16,2025-07-17 17:39:00
1541,2856,17,In-House Agency,188.7,2025-06-23 09:39:00
1542,2858,37,Carrier A,113.46,2025-04-17 19:20:00
1543,2859,42,In-House Agency,141.22,2025-11-28 18:38:00
1544,2860,37,In-House Agency,282.96,2025-11-18 08:17:00
1545,2861,1,Carrier B,181.05,2025-02-10 19:31:00
1546,2863,28,Carrier A,230.26,2025-09-07 19:13:00
1547,2865,60,Carrier B,303.52,2025-12-16 19:56:00
1548,2866,42,In-House Agency,124.83,2025-12-05 10:24:00
1549,2867,26,In-House Agency,262.0,2025-09-06 08:53:00
1550,2869,39,In-House Agency,154.63,2025-09-21 09:50:00
1551,2871,16,Carrier B,176.54,2025-09-25 13:37:00
1552,2873,46,Carrier A,167.3,2025-04-21 14:51:00
1553,2874,10,Carrier A,159.17,2025-01-07 09:22:00
1554,2875,4,Carrier B,227.13,2025-12-07 12:15:00
1555,2876,53,Carrier B,301.81,2025-12-06 13:25:00
1556,2882,41,In-House Agency,264.23,2025-11-29 18:19:00
1557,2887,3,Carrier B,227.39,2025-03-07 08:42:00
1558,2889,18,Carrier B,162.47,2025-10-26 09:25:00
1559,2890,10,Carrier B,190.71,2025-03-02 18:15:00
1560,2891,24,Carrier A,123.56,2025-12-14 16:13:00
1561,2892,23,Carrier B,130.47,2025-02-27 18:19:00
1562,2894,47,Carrier A,246.27,2025-10-18 18:00:00
1563,2896,36,Carrier B,146.02,2025-03-25 19:30:00
1564,2898,7,Carrier A,164.29,2025-02-20 10:51:00
1565,2900,29,In-House Agency,271.08,2025-05-18 12:18:00
1566,2903,44,In-House Agency,141.52,2025-06-28 19:27:00
1567,2904,50,Carrier A,130.65,2025-02-26 09:16:00
1568,2905,16,In-House Agency,139.52,2025-04-13 14:00:00
1569,2907,31,Carrier B,95.56,2025-08-15 14:41:00
1570,2908,54,In-House Agency,276.79,2025-02-07 14:35:00
1571,2910,42,Carrier A,181.27,2025-06-22 13:45:00
1572,2912,3,Carrier B,270.09,2025-10-18 09:45:00
1573,2913,29,Carrier A,135.38,2025-12-20 16:09:00
1574,2914,30,Carrier A,232.09,2025-01-10 14:46:00
1575,2916,36,Carrier A,137.78,2025-09-23 13:34:00
1576,2917,54,Carrier A,198.2,2025-11-17 13:58:00
1577,2918,23,Carrier A,290.84,2025-03-04 11:12:00
1578,2920,39,Carrier A,102.02,2025-08-21 14:32:00
1579,2921,4,Carrier B,149.47,2025-10-21 11:48:00
1580,2922,36,Carrier B,259.25,2025-11-03 14:29:00
1581,2923,43,In-House Agency,295.21,2025-08-17 19:29:00
1582,2924,43,Carrier B,219.73,2025-05-01 14:47:00
1583,2925,47,Carrier B,211.71,2025-08-20 16:54:00
1584,2929,7,Carrier B,157.33,2025-02-28 19:22:00
1585,2930,30,Carrier A,158.65,2025-03-22 13:17:00
1586,2933,47,In-House Agency,123.43,2025-11-03 14:50:00
1587,2934,3,In-House Agency,139.1,2025-11-16 17:57:00
1588,2938,3,Carrier A,242.15,2025-07-29 11:03:00
1589,2939,14,In-House Agency,286.26,2025-11-15 14:36:00
1590,2941,13,Carrier A,124.36,2025-06-26 13:15:00
1591,2943,36,In-House Agency,256.99,2025-06-26 16:50:00
1592,2944,58,Carrier A,173.51,2025-03-17 08:30:00
1593,2945,28,Carrier A,144.17,2025-10-10 17:08:00
1594,2950,12,Carrier B,96.79,2025-10-23 11:48:00
1595,2951,2,Carrier A,127.26,2025-06-20 08:09:00
1596,2952,47,Carrier A,180.65,2025-12-04 16:31:00
1597,2953,43,Carrier B,234.8,2025-02-07 08:49:00
1598,2955,4,Carrier A,97.88,2025-09-05 13:32:00
1599,2957,28,Carrier B,199.37,2025-01-27 12:47:00
1600,2958,22,In-House Agency,117.97,2025-09-14 14:31:00
1601,2959,55,Carrier A,120.62,2025-09-06 16:09:00
1602,2960,47,Carrier B,218.7,2025-06-30 11:48:00
1603,2962,41,In-House Agency,190.38,2025-07-14 12:38:00
1604,2963,60,Carrier B,272.75,2025-08-28 17:26:00
1605,2969,20,Carrier A,259.02,2025-04-29 11:17:00
1606,2973,26,Carrier A,293.41,2025-07-19 11:26:00
1607,2976,8,Carrier B,185.54,2025-08-27 08:56:00
1608,2977,40,Carrier A,128.95,2025-04-27 16:40:00
1609,2978,44,Carrier A,264.77,2025-08-05 10:27:00
1610,2979,11,Carrier A,125.8,2025-06-09 17:01:00
1611,2982,46,Carrier A,121.86,2025-06-21 17:31:00
1612,2983,47,Carrier B,300.53,2025-02-02 18:36:00
1613,2985,51,Carrier A,148.35,2025-12-22 16:06:00
1614,2987,44,Carrier A,158.02,2025-04-18 15:59:00
1615,2988,53,Carrier B,105.36,2025-08-23 11:52:00
1616,2991,44,Carrier A,174.84,2025-12-16 13:54:00
1617,2996,12,Carrier A,255.17,2025-09-24 10:54:00
1618,2997,43,Carrier A,193.51,2025-12-09 09:20:00
1619,2998,36,Carrier B,283.61,2025-12-07 12:12:00
1620,3000,3,In-House Agency,141.56,2025-02-25 10:31:00
1621,3001,34,In-House Agency,119.63,2025-09-17 11:35:00
1622,3002,27,Carrier B,295.51,2025-09-23 17:02:00
1623,3004,49,In-House Agency,199.98,2025-03-25 08:46:00
1624,3006,30,In-House Agency,262.93,2025-04-23 16:14:00
1625,3007,39,In-House Agency,212.95,2025-10-29 14:29:00
1626,3008,17,Carrier B,191.63,2025-07-23 09:55:00
1627,3009,49,In-House Agency,266.06,2025-09-14 14:13:00
1628,3010,16,Carrier A,249.75,2025-02-16 10:22:00
1629,3011,23,Carrier B,265.84,2025-08-11 08:43:00
1630,3012,31,In-House Agency,128.05,2025-02-28 09:09:00
1631,3015,54,Carrier B,124.05,2025-04-21 14:06:00
1632,3016,34,Carrier A,227.24,2025-04-25 17:59:00
1633,3017,18,Carrier B,257.24,2025-02-26 10:32:00
1634,3018,45,Carrier B,262.27,2025-04-11 18:25:00
1635,3019,9,Carrier A,172.28,2025-04-25 18:23:00
1636,3023,50,Carrier B,112.82,2025-05-23 10:30:00
1637,3024,10,In-House Agency,274.82,2025-01-12 11:46:00
1638,3025,20,Carrier A,176.76,2025-07-12 14:40:00
1639,3026,8,Carrier A,100.27,2025-05-18 15:59:00
1640,3030,19,In-House Agency,117.28,2025-02-02 16:40:00
1641,3032,1,Carrier B,265.36,2025-06-13 14:29:00
1642,3033,5,Carrier A,193.41,2025-01-13 18:30:00
1643,3036,34,Carrier B,255.78,2025-08-20 17:18:00
1644,3037,1,In-House Agency,233.87,2025-07-17 08:22:00
1645,3039,39,Carrier A,178.53,2025-07-30 12:01:00
1646,3041,34,Carrier A,182.14,2025-11-04 09:01:00
1647,3043,49,Carrier A,190.49,2025-04-25 09:07:00
1648,3044,5,Carrier A,293.21,2025-08-15 12:18:00
1649,3045,29,In-House Agency,182.54,2025-05-28 19:59:00
1650,3046,31,Carrier A,161.89,2025-12-15 19:51:00
1651,3047,12,In-House Agency,226.89,2025-07-16 18:53:00
1652,3051,10,Carrier A,308.07,2025-09-08 11:17:00
1653,3052,51,Carrier B,173.23,2025-03-05 18:06:00
1654,3053,15,Carrier A,179.54,2025-06-15 17:35:00
1655,3056,24,Carrier A,197.22,2025-09-11 09:46:00
1656,3057,26,Carrier A,165.79,2025-07-28 17:59:00
1657,3058,6,Carrier B,110.14,2025-02-26 17:29:00
1658,3059,41,In-House Agency,205.08,2025-09-26 18:48:00
1659,3060,4,Carrier A,239.88,2025-12-16 11:04:00
1660,3063,50,In-House Agency,251.36,2025-09-29 14:52:00
1661,3064,41,In-House Agency,229.98,2025-11-18 17:15:00
1662,3065,13,Carrier A,274.87,2025-06-14 10:14:00
1663,3067,9,Carrier A,176.81,2025-10-01 17:15:00
1664,3068,17,Carrier B,258.75,2025-11-10 12:19:00
1665,3069,18,Carrier A,110.99,2025-05-08 11:14:00
1666,3070,34,Carrier B,222.67,2025-01-18 18:50:00
1667,3071,50,Carrier A,131.92,2025-11-28 13:36:00
1668,3073,26,In-House Agency,266.21,2025-07-22 10:39:00
1669,3078,26,Carrier B,252.01,2025-12-05 10:13:00
1670,3081,54,Carrier A,131.93,2025-03-30 15:14:00
1671,3082,23,In-House Agency,191.58,2025-05-29 08:35:00
1672,3086,57,In-House Agency,122.71,2025-02-13 14:56:00
1673,3089,57,Carrier B,260.02,2025-11-24 10:54:00
1674,3090,2,In-House Agency,177.88,2025-11-10 16:30:00
1675,3091,20,Carrier A,297.72,2025-01-07 14:06:00
1676,3092,17,Carrier B,213.75,2025-10-30 09:21:00
1677,3094,34,In-House Agency,226.12,2025-01-02 14:39:00
1678,3096,46,Carrier A,164.74,2025-06-23 16:12:00
1679,3097,42,In-House Agency,160.8,2025-08-21 14:11:00
1680,3098,48,Carrier A,270.67,2025-12-15 13:32:00
1681,3099,54,Carrier A,112.73,2025-04-03 15:17:00
1682,3102,55,Carrier B,237.06,2025-06-13 13:38:00
1683,3103,3,In-House Agency,225.56,2025-06-19 09:06:00
1684,3104,51,Carrier B,183.51,2025-08-20 10:28:00
1685,3106,58,Carrier A,120.0,2025-07-03 11:12:00
1686,3107,59,In-House Agency,231.66,2025-09-26 16:37:00
1687,3110,37,Carrier A,140.42,2025-11-01 18:31:00
1688,3115,40,Carrier B,194.45,2025-10-28 18:42:00
1689,3116,3,Carrier B,156.23,2025-08-25 11:19:00
1690,3119,22,In-House Agency,263.31,2025-11-21 14:23:00
1691,3120,21,Carrier A,176.36,2025-08-23 16:19:00
1692,3122,42,In-House Agency,279.87,2025-12-15 13:42:00
1693,3125,22,In-House Agency,267.25,2025-03-09 13:12:00
1694,3127,4,Carrier B,265.33,2025-04-09 13:56:00
1695,3128,23,Carrier B,110.83,2025-08-23 14:19:00
1696,3130,6,Carrier B,253.01,2025-11-22 09:57:00
1697,3133,22,Carrier B,202.16,2025-10-25 16:38:00
1698,3135,37,In-House Agency,272.33,2025-11-09 14:36:00
1699,3136,60,Carrier B,299.01,2025-10-19 18:01:00
1700,3140,59,In-House Agency,270.85,2025-03-01 17:47:00
1701,3142,10,Carrier B,104.06,2025-02-28 08:57:00
1702,3143,57,Carrier A,162.84,2025-03-19 17:35:00
1703,3149,17,Carrier B,201.39,2025-06-27 16:16:00
1704,3150,31,In-House Agency,202.53,2025-09-01 15:58:00
1705,3152,46,Carrier A,233.78,2025-11-29 14:02:00
1706,3153,45,Carrier A,195.24,2025-11-25 16:12:00
1707,3156,6,Carrier A,196.33,2025-11-17 19:32:00
1708,3157,44,In-House Agency,117.24,2025-07-27 08:30:00
1709,3159,39,Carrier B,304.51,2025-07-14 09:02:00
1710,3161,24,In-House Agency,196.81,2025-01-17 18:48:00
1711,3162,15,Carrier B,289.46,2025-12-19 17:30:00
1712,3163,56,Carrier B,127.54,2025-11-04 18:43:00
1713,3164,49,Carrier B,262.39,2025-05-13 11:28:00
1714,3165,58,Carrier B,254.44,2025-04-10 18:38:00
1715,3166,35,Carrier B,259.87,2025-03-02 15:19:00
1716,3167,3,Carrier B,221.47,2025-07-07 08:32:00
1717,3168,48,In-House Agency,214.94,2025-01-28 11:11:00
1718,3170,59,In-House Agency,226.08,2025-09-26 18:46:00
1719,3173,57,In-House Agency,295.47,2025-03-24 08:21:00
1720,3176,17,In-House Agency,148.3,2025-11-09 15:06:00
1721,3177,36,Carrier A,202.29,2025-05-13 16:03:00
1722,3179,54,In-House Agency,194.12,2025-08-12 15:21:00
1723,3181,47,Carrier B,134.13,2025-10-29 15:21:00
1724,3182,5,Carrier B,275.92,2025-10-26 16:18:00
1725,3183,31,Carrier B,183.06,2025-11-06 14:08:00
1726,3184,45,Carrier B,206.47,2025-05-07 13:14:00
1727,3185,29,Carrier A,268.81,2025-11-27 18:45:00
1728,3186,32,Carrier B,135.43,2025-02-06 09:51:00
1729,3187,9,In-House Agency,289.38,2025-11-18 16:48:00
1730,3189,33,Carrier A,207.42,2025-06-21 08:10:00
1731,3192,18,In-House Agency,286.47,2025-07-23 19:53:00
1732,3195,6,In-House Agency,188.84,2025-03-30 12:08:00
1733,3198,47,Carrier B,303.54,2025-05-07 19:00:00
1734,3199,43,In-House Agency,174.18,2025-10-07 11:21:00
1735,3204,51,In-House Agency,224.78,2025-05-14 19:43:00
1736,3207,15,In-House Agency,239.31,2025-09-30 12:47:00
1737,3208,32,Carrier A,155.94,2025-05-02 17:21:00
1738,3210,38,In-House Agency,214.36,2025-12-13 13:13:00
1739,3212,32,Carrier A,163.9,2025-02-20 16:49:00
1740,3213,3,Carrier B,275.11,2025-10-07 11:20:00
1741,3215,5,In-House Agency,238.57,2025-06-18 12:22:00
1742,3218,6,In-House Agency,169.17,2025-08-16 10:44:00
1743,3219,60,Carrier B,234.77,2025-02-01 09:55:00
1744,3220,54,Carrier A,264.74,2025-07-12 18:08:00
1745,3226,58,In-House Agency,217.16,2025-01-22 19:01:00
1746,3227,52,In-House Agency,113.7,2025-12-06 09:13:00
1747,3228,48,In-House Agency,259.93,2025-05-01 17:27:00
1748,3229,58,Carrier A,260.12,2025-08-26 10:01:00
1749,3230,40,In-House Agency,279.75,2025-02-16 16:02:00
1750,3231,42,Carrier A,135.48,2025-09-30 17:06:00
1751,3232,56,In-House Agency,251.32,2025-11-02 19:13:00
1752,3234,5,Carrier A,227.95,2025-09-09 16:50:00
1753,3236,51,Carrier B,100.98,2025-03-25 15:04:00
1754,3238,42,Carrier A,237.36,2025-08-24 18:32:00
1755,3241,14,Carrier B,181.56,2025-02-04 17:55:00
1756,3242,26,Carrier B,107.74,2025-07-28 15:06:00
1757,3244,18,Carrier A,266.8,2025-12-03 14:21:00
1758,3245,50,In-House Agency,283.18,2025-09-10 10:15:00
1759,3249,14,In-House Agency,247.74,2025-06-10 11:25:00
1760,3250,54,Carrier A,183.41,2025-11-27 15:23:00
1761,3251,27,Carrier A,200.59,2025-08-07 09:08:00
1762,3252,23,Carrier B,96.05,2025-04-01 09:07:00
1763,3254,46,Carrier A,160.99,2025-04-20 08:55:00
1764,3255,39,Carrier B,176.5,2025-04-01 13:58:00
1765,3256,49,In-House Agency,153.63,2025-05-13 18:20:00
1766,3258,27,Carrier B,290.03,2025-11-30 18:08:00
1767,3259,42,Carrier B,236.5,2025-08-20 08:37:00
1768,3260,38,Carrier B,102.13,2025-04-15 09:04:00
1769,3262,31,Carrier B,248.19,2025-08-30 17:21:00
1770,3265,31,Carrier A,184.2,2025-07-01 19:56:00
1771,3266,60,Carrier B,244.88,2025-02-09 13:37:00
1772,3268,39,Carrier B,214.58,2025-09-07 09:08:00
1773,3270,16,Carrier B,132.35,2025-01-26 19:57:00
1774,3273,43,Carrier B,285.33,2025-09-10 14:17:00
1775,3274,46,In-House Agency,306.69,2025-09-04 16:55:00
1776,3276,60,Carrier B,150.43,2025-01-04 14:45:00
1777,3280,43,In-House Agency,215.51,2025-09-08 09:40:00
1778,3281,7,Carrier A,182.33,2025-03-23 17:37:00
1779,3283,54,In-House Agency,123.72,2025-10-25 09:49:00
1780,3289,45,Carrier A,227.37,2025-08-16 13:03:00
1781,3290,52,Carrier B,179.96,2025-05-30 18:17:00
1782,3292,52,Carrier B,226.46,2025-01-22 11:03:00
1783,3294,3,Carrier B,205.71,2025-08-25 10:41:00
1784,3297,50,Carrier B,122.85,2025-07-29 16:22:00
1785,3298,11,In-House Agency,139.7,2025-09-26 08:14:00
1786,3300,20,Carrier A,136.08,2025-03-16 11:43:00
1787,3302,58,In-House Agency,267.2,2025-10-12 18:40:00
1788,3303,37,Carrier B,161.04,2025-12-09 19:53:00
1789,3306,29,Carrier A,151.56,2025-04-16 10:33:00
1790,3308,30,Carrier A,146.17,2025-12-15 09:38:00
1791,3309,49,In-House Agency,101.42,2025-10-30 13:00:00
1792,3310,50,Carrier B,273.2,2025-01-19 17:43:00
1793,3312,1,Carrier A,117.18,2025-04-30 13:36:00
1794,3313,16,Carrier B,227.24,2025-12-17 17:18:00
1795,3314,48,Carrier A,205.41,2025-05-30 11:02:00
1796,3318,39,Carrier A,160.01,2025-02-07 16:27:00
1797,3321,18,Carrier B,115.8,2025-02-17 14:18:00
1798,3322,50,Carrier A,248.89,2025-12-06 14:27:00
1799,3323,54,Carrier A,255.0,2025-06-07 19:20:00
1800,3324,25,In-House Agency,191.61,2025-08-14 09:37:00
1801,3326,23,Carrier B,128.91,2025-01-23 13:03:00
1802,3328,23,In-House Agency,171.47,2025-05-09 08:52:00
1803,3329,35,Carrier A,289.51,2025-01-27 17:51:00
1804,3334,3,Carrier A,276.69,2025-01-24 14:45:00
1805,3336,50,Carrier A,109.74,2025-01-14 12:51:00
1806,3337,59,In-House Agency,217.16,2025-07-13 17:07:00
1807,3342,24,In-House Agency,142.3,2025-01-10 10:04:00
1808,3345,60,Carrier B,211.29,2025-09-02 14:25:00
1809,3347,24,Carrier B,105.33,2025-02-11 18:04:00
1810,3349,56,In-House Agency,283.09,2025-12-16 16:49:00
1811,3351,53,Carrier A,276.85,2025-12-10 17:45:00
1812,3353,54,In-House Agency,286.34,2025-04-22 08:16:00
1813,3357,59,Carrier B,222.74,2025-09-17 11:43:00
1814,3359,18,Carrier B,294.93,2025-02-12 18:28:00
1815,3360,12,In-House Agency,113.4,2025-06-14 17:51:00
1816,3361,19,In-House Agency,248.12,2025-09-13 16:20:00
1817,3362,1,Carrier B,124.48,2025-03-13 19:34:00
1818,3364,51,Carrier B,255.39,2025-12-13 18:18:00
1819,3365,14,Carrier B,127.54,2025-02-15 19:24:00
1820,3370,54,In-House Agency,121.57,2025-11-21 17:05:00
1821,3371,59,In-House Agency,232.75,2025-10-26 09:17:00
1822,3373,13,Carrier B,104.7,2025-12-20 10:06:00
1823,3375,56,In-House Agency,216.88,2025-12-15 10:55:00
1824,3376,50,Carrier B,261.9,2025-11-15 13:55:00
1825,3377,35,In-House Agency,134.92,2025-03-17 18:20:00
1826,3378,44,Carrier A,214.11,2025-10-15 16:11:00
1827,3379,31,In-House Agency,104.52,2025-03-26 10:34:00
1828,3383,46,In-House Agency,288.17,2025-03-13 09:16:00
