policy_id,quote_id,lead_id,dealer_id,carrier,monthly_premium,term_months,bound_at
1113,2933,5365,27,Carrier B (DCO),224.48,6,2025-10-13 10:24:00
1114,2935,5367,19,Carrier B (DCO),255.66,6,2025-06-26 11:08:00
1115,2937,5371,28,In-House Agency,127.73,6,2025-04-03 08:09:00
1116,2940,5379,15,Carrier B (DCO),293.57,6,2025-11-27 12:11:00
1117,2941,5380,39,Carrier A (DCO),182.79,6,2025-11-18 15:25:00
1118,2943,5383,37,In-House Agency,186.26,6,2025-10-19 11:09:00
1119,2948,5389,57,Carrier B (DCO),203.19,12,2025-06-19 13:17:00
1120,2949,5391,7,Carrier A (DCO),129.55,6,2025-02-08 13:59:00
1121,2951,5394,55,Carrier B (DCO),234.55,6,2025-10-13 10:48:00
1122,2953,5397,56,Carrier A (DCO),160.3,6,2025-05-15 17:51:00
1123,2954,5403,33,Carrier A (DCO),274.06,12,2025-12-04 16:37:00
1124,2955,5404,39,Carrier A (DCO),213.79,12,2025-11-07 08:20:00
1125,2957,5409,58,Carrier B (DCO),208.84,6,2025-09-18 08:54:00
1126,2961,5421,35,Carrier A (DCO),161.37,12,2025-05-07 12:40:00
1127,2962,5424,59,Carrier B (DCO),281.01,12,2025-10-20 11:43:00
1128,2966,5428,59,Carrier B (DCO),279.18,12,2025-07-18 11:31:00
1129,2967,5429,60,Carrier A (DCO),131.27,6,2025-09-18 16:06:00
1130,2973,5439,55,Carrier A (DCO),113.56,12,2025-02-05 09:37:00
1131,2977,5445,5,In-House Agency,300.77,6,2025-01-13 12:37:00
1132,2979,5447,28,Carrier B (DCO),272.97,6,2025-02-16 11:41:00
1133,2980,5448,57,Carrier B (DCO),148.91,12,2025-01-15 18:00:00
1134,2981,5449,17,In-House Agency,198.07,12,2025-07-10 11:45:00
1135,2983,5451,25,Carrier A (DCO),130.33,6,2025-02-03 08:50:00
1136,2984,5452,53,Carrier B (DCO),115.76,12,2025-07-07 12:09:00
1137,2985,5454,40,In-House Agency,147.11,6,2025-08-29 19:12:00
1138,2986,5455,28,Carrier B (DCO),285.32,6,2025-07-15 16:48:00
1139,2988,5457,21,In-House Agency,198.76,12,2025-10-25 15:22:00
1140,2989,5459,43,Carrier B (DCO),107.52,6,2025-06-24 18:04:00
1141,2990,5460,16,In-House Agency,262.06,6,2025-04-30 13:18:00
1142,2991,5462,40,Carrier B (DCO),141.25,6,2025-08-13 13:11:00
1143,2994,5468,7,In-House Agency,122.44,6,2025-05-27 13:41:00
1144,2998,5472,6,In-House Agency,116.54,12,2025-01-30 14:40:00
1145,3005,5480,26,Carrier B (DCO),252.82,6,2025-07-08 08:21:00
1146,3006,5481,23,Carrier A (DCO),194.1,12,2025-08-28 16:24:00
1147,3009,5485,38,Carrier A (DCO),215.05,12,2025-03-06 15:40:00
1148,3010,5486,18,Carrier A (DCO),267.81,6,2025-03-29 19:36:00
1149,3012,5490,28,Carrier A (DCO),160.93,6,2025-09-20 16:02:00
1150,3014,5495,59,Carrier A (DCO),242.2,6,2025-06-27 11:59:00
1151,3019,5501,14,In-House Agency,223.05,12,2025-03-18 13:28:00
1152,3020,5502,30,In-House Agency,201.68,12,2025-06-22 09:09:00
1153,3021,5503,13,In-House Agency,138.94,12,2025-11-29 11:09:00
1154,3027,5510,40,Carrier B (DCO),253.89,6,2025-02-23 14:01:00
1155,3030,5518,38,Carrier A (DCO),147.14,12,2025-11-20 09:06:00
1156,3031,5520,31,Carrier B (DCO),305.76,6,2025-05-14 18:35:00
1157,3032,5521,46,In-House Agency,150.95,6,2025-06-06 08:57:00
1158,3034,5524,33,Carrier A (DCO),220.78,6,2025-02-23 09:44:00
1159,3037,5530,28,Carrier B (DCO),198.8,12,2025-05-08 14:59:00
1160,3040,5535,34,Carrier A (DCO),115.16,6,2025-12-17 13:40:00
1161,3041,5536,51,Carrier A (DCO),210.64,6,2025-11-08 09:25:00
1162,3042,5540,55,Carrier A (DCO),234.41,6,2025-10-03 18:35:00
1163,3046,5547,18,Carrier A (DCO),295.19,6,2025-08-09 16:06:00
1164,3049,5551,45,Carrier B (DCO),186.05,6,2025-04-03 09:44:00
1165,3050,5554,60,Carrier B (DCO),279.24,12,2025-07-15 14:24:00
1166,3066,5577,49,In-House Agency,237.08,12,2025-04-09 14:41:00
1167,3067,5579,3,Carrier B (DCO),267.47,6,2025-11-11 17:39:00
1168,3068,5582,24,Carrier A (DCO),163.48,6,2025-03-07 10:33:00
1169,3069,5583,2,Carrier A (DCO),259.51,12,2025-07-03 18:15:00
1170,3071,5585,12,In-House Agency,143.77,12,2025-10-15 10:00:00
1171,3072,5586,43,Carrier A (DCO),234.33,12,2025-04-29 17:59:00
1172,3076,5594,31,In-House Agency,250.03,12,2025-12-18 10:31:00
1173,3078,5599,55,In-House Agency,279.61,12,2025-06-21 17:03:00
1174,3079,5602,48,Carrier B (DCO),174.46,6,2025-07-05 12:24:00
1175,3080,5603,58,In-House Agency,192.25,6,2025-07-20 10:00:00
1176,3081,5604,53,Carrier A (DCO),202.6,6,2025-04-12 08:46:00
1177,3082,5606,24,Carrier A (DCO),144.21,6,2025-08-31 16:50:00
1178,3084,5609,21,Carrier A (DCO),195.24,12,2025-09-28 17:33:00
1179,3088,5616,9,Carrier B (DCO),157.49,6,2025-12-02 11:31:00
1180,3089,5617,1,Carrier A (DCO),256.44,6,2025-01-11 15:15:00
1181,3090,5618,19,In-House Agency,161.56,6,2025-08-28 10:13:00
1182,3092,5621,39,In-House Agency,238.04,6,2025-11-16 19:39:00
1183,3095,5626,54,Carrier B (DCO),224.3,12,2025-09-13 16:18:00
1184,3097,5629,32,Carrier A (DCO),145.6,6,2025-11-29 15:15:00
1185,3099,5637,4,Carrier A (DCO),274.7,6,2025-10-08 12:51:00
1186,3100,5638,30,Carrier A (DCO),264.97,12,2025-07-10 15:45:00
1187,3102,5642,28,Carrier B (DCO),210.42,12,2025-11-20 14:39:00
1188,3103,5643,55,In-House Agency,118.59,12,2025-03-11 15:46:00
1189,3104,5644,7,In-House Agency,242.3,6,2025-01-20 18:46:00
1190,3107,5647,11,Carrier B (DCO),204.26,12,2025-11-29 17:41:00
1191,3108,5649,44,Carrier B (DCO),165.63,6,2025-10-02 11:31:00
1192,3111,5653,32,Carrier B (DCO),264.84,6,2025-12-14 09:40:00
1193,3122,5672,47,Carrier B (DCO),247.8,12,2025-02-22 14:35:00
1194,3128,5691,38,In-House Agency,234.58,12,2025-02-14 17:05:00
1195,3129,5692,37,In-House Agency,254.65,6,2025-09-18 12:39:00
1196,3130,5693,34,In-House Agency,279.54,12,2025-11-24 15:11:00
1197,3132,5695,26,Carrier B (DCO),118.91,6,2025-08-15 19:56:00
1198,3135,5703,17,Carrier A (DCO),183.84,12,2025-04-21 18:27:00
1199,3136,5708,48,Carrier B (DCO),231.95,6,2025-02-16 15:05:00
1200,3140,5713,9,Carrier A (DCO),258.0,6,2025-09-30 12:23:00
1201,3151,5732,56,In-House Agency,278.9,6,2025-12-24 17:32:00
1202,3156,5738,30,Carrier A (DCO),264.2,6,2025-09-08 12:24:00
1203,3159,5744,2,Carrier A (DCO),152.85,12,2025-03-10 16:58:00
1204,3160,5748,42,In-House Agency,255.08,12,2025-09-20 11:57:00
1205,3169,5762,19,In-House Agency,216.88,6,2025-01-21 08:24:00
1206,3170,5763,29,Carrier B (DCO),225.14,12,2025-03-01 12:37:00
1207,3171,5764,18,Carrier B (DCO),281.56,12,2025-07-10 17:15:00
1208,3175,5768,8,Carrier B (DCO),185.0,12,2025-02-16 16:55:00
1209,3176,5770,2,Carrier B (DCO),201.85,12,2025-02-09 15:36:00
1210,3177,5772,40,Carrier A (DCO),166.97,12,2025-01-23 10:41:00
1211,3178,5775,57,In-House Agency,127.62,6,2025-12-13 09:53:00
1212,3179,5778,51,Carrier B (DCO),253.01,6,2025-09-06 15:07:00
1213,3180,5779,49,Carrier A (DCO),113.25,12,2025-08-12 13:32:00
1214,3187,5788,54,Carrier A (DCO),133.35,12,2025-06-26 08:54:00
1215,3189,5790,28,Carrier A (DCO),117.02,12,2025-07-24 13:44:00
1216,3190,5791,31,In-House Agency,298.04,6,2025-05-24 12:11:00
1217,3191,5793,43,In-House Agency,228.34,6,2025-04-14 09:20:00
1218,3193,5796,32,Carrier B (DCO),179.36,6,2025-05-21 12:37:00
1219,3198,5802,38,Carrier B (DCO),211.99,6,2025-12-22 18:45:00
1220,3203,5812,13,Carrier A (DCO),284.92,12,2025-10-17 16:40:00
1221,3206,5816,27,In-House Agency,102.52,6,2025-07-03 16:16:00
1222,3209,5821,29,Carrier A (DCO),176.3,6,2025-02-07 18:00:00
1223,3211,5823,38,Carrier A (DCO),120.41,12,2025-01-14 19:16:00
1224,3212,5825,59,Carrier A (DCO),120.7,12,2025-08-17 10:01:00
1225,3213,5826,57,In-House Agency,234.5,12,2025-07-07 08:09:00
1226,3215,5829,53,In-House Agency,219.38,12,2025-10-13 19:11:00
1227,3217,5831,56,Carrier A (DCO),201.77,6,2025-02-23 18:56:00
1228,3219,5835,56,In-House Agency,104.47,12,2025-05-19 08:43:00
1229,3224,5842,7,In-House Agency,174.35,12,2025-07-17 09:27:00
1230,3225,5844,18,In-House Agency,293.64,12,2025-04-17 17:42:00
1231,3226,5845,50,In-House Agency,192.47,6,2025-02-12 13:43:00
1232,3227,5846,31,Carrier A (DCO),135.01,6,2025-10-31 12:54:00
1233,3228,5847,50,Carrier B (DCO),206.24,12,2025-09-06 19:18:00
1234,3229,5848,11,Carrier B (DCO),229.27,12,2025-06-29 14:25:00
1235,3233,5857,2,In-House Agency,98.5,6,2025-08-16 14:40:00
1236,3234,5858,31,In-House Agency,126.7,6,2025-10-18 14:39:00
1237,3239,5868,3,Carrier B (DCO),277.02,12,2025-04-25 18:00:00
1238,3240,5869,54,In-House Agency,237.8,12,2025-12-09 17:33:00
1239,3242,5877,56,In-House Agency,273.52,12,2025-08-29 13:44:00
1240,3249,5886,9,In-House Agency,218.63,6,2025-09-18 18:02:00
1241,3252,5889,56,Carrier A (DCO),117.75,12,2025-05-14 13:56:00
1242,3253,5890,30,Carrier B (DCO),203.18,6,2025-05-01 18:46:00
1243,3255,5893,25,Carrier B (DCO),123.35,12,2025-05-13 14:01:00
1244,3258,5899,11,In-House Agency,105.25,6,2025-08-11 17:12:00
1245,3261,5902,44,Carrier B (DCO),217.22,12,2025-08-27 09:13:00
1246,3264,5905,11,Carrier A (DCO),102.22,6,2025-08-04 17:12:00
1247,3267,5909,26,Carrier A (DCO),200.39,6,2025-12-14 15:22:00
1248,3270,5915,24,Carrier B (DCO),263.86,6,2025-04-04 13:39:00
1249,3271,5916,16,In-House Agency,262.48,6,2025-03-04 18:00:00
1250,3274,5921,8,In-House Agency,260.45,6,2025-09-20 17:23:00
1251,3275,5922,25,Carrier A (DCO),305.89,6,2025-06-24 13:45:00
1252,3276,5924,6,Carrier A (DCO),294.01,12,2025-12-14 08:30:00
1253,3283,5934,21,Carrier B (DCO),270.58,6,2025-08-21 16:03:00
1254,3286,5937,22,Carrier A (DCO),151.64,12,2025-10-12 17:43:00
1255,3289,5941,51,Carrier B (DCO),244.38,12,2025-05-22 10:22:00
1256,3294,5947,18,In-House Agency,142.58,12,2025-11-09 16:46:00
1257,3298,5951,38,Carrier A (DCO),261.35,6,2025-11-05 13:50:00
1258,3299,5952,40,Carrier A (DCO),260.68,6,2025-06-10 16:34:00
1259,3303,5961,43,Carrier B (DCO),99.99,12,2025-12-07 14:08:00
1260,3305,5963,26,Carrier A (DCO),288.8,6,2025-03-30 09:16:00
1261,3306,5964,58,Carrier B (DCO),254.02,6,2025-08-05 11:37:00
1262,3307,5965,32,Carrier A (DCO),141.83,6,2025-03-05 17:37:00
1263,3308,5966,58,In-House Agency,293.46,12,2025-05-17 13:20:00
1264,3310,5968,54,Carrier A (DCO),224.65,12,2025-06-06 12:39:00
1265,3311,5969,18,Carrier B (DCO),132.56,12,2025-03-20 09:44:00
1266,3312,5970,19,Carrier B (DCO),228.91,6,2025-04-10 16:24:00
1267,3313,5971,46,Carrier B (DCO),138.88,12,2025-04-29 15:41:00
1268,3317,5983,12,Carrier B (DCO),184.75,6,2025-02-09 14:56:00
1269,3319,5988,41,Carrier A (DCO),253.48,6,2025-02-08 09:50:00
1270,3320,5989,5,In-House Agency,210.53,12,2025-09-26 12:59:00
1271,3322,5993,31,Carrier B (DCO),136.25,12,2025-03-03 13:57:00
1272,3325,5996,44,Carrier A (DCO),167.19,12,2025-01-10 12:22:00
